Hour,Super Area,Area Weight,Demand,Centers,Node Weight,Location.x,Location.y,R values
0,2,0.77301731,11,"36.1198414,-81.909826;35.5931377,-82.4752757;35.7616931,-81.734942;36.385415,-79.959485;35.6984405,-82.0842901;36.0277763,-82.1496049;35.2686842,-82.1713632;35.4258737,-81.909826;35.888897,-82.345189;",0.764111481,35.77679182,-82.21034297,"1,1,1,0,1,1,1,1,1"
0,2,0.77301731,11,"36.1198414,-81.909826;35.5931377,-82.4752757;35.7616931,-81.734942;36.385415,-79.959485;35.6984405,-82.0842901;36.0277763,-82.1496049;35.2686842,-82.1713632;35.4258737,-81.909826;35.888897,-82.345189;",0.777339965,35.70861571,-82.01976639,"1,1,1,0,1,1,1,1,1"
0,3,0.827176177,10,"35.6987805,-82.6365922;36.4940839,-81.1196075;36.4339674,-81.4718387;35.4168123,-80.5882803;35.9227448,-81.5596427;35.7073558,-81.0756345;35.9367033,-80.5882803;35.8310501,-80.8986502;35.4637028,-81.2078164;35.6303455,-80.543845;35.3014554,-80.2321313;36.3743453,-80.6770787;36.1941825,-81.734942;36.202858,-81.2518833;36.2023597,-80.6770787;",0.846439633,35.36414626,-80.60026362,"0,0,0,1,0,1,1,1,1,1,1,0,0,0,0"
0,3,0.827176177,10,"35.6987805,-82.6365922;36.4940839,-81.1196075;36.4339674,-81.4718387;35.4168123,-80.5882803;35.9227448,-81.5596427;35.7073558,-81.0756345;35.9367033,-80.5882803;35.8310501,-80.8986502;35.4637028,-81.2078164;35.6303455,-80.543845;35.3014554,-80.2321313;36.3743453,-80.6770787;36.1941825,-81.734942;36.202858,-81.2518833;36.2023597,-80.6770787;",0.838886023,35.45593481,-80.55526566,"0,0,0,1,0,1,1,1,1,1,1,0,0,0,0"
0,3,0.827176177,10,"35.6987805,-82.6365922;36.4940839,-81.1196075;36.4339674,-81.4718387;35.4168123,-80.5882803;35.9227448,-81.5596427;35.7073558,-81.0756345;35.9367033,-80.5882803;35.8310501,-80.8986502;35.4637028,-81.2078164;35.6303455,-80.543845;35.3014554,-80.2321313;36.3743453,-80.6770787;36.1941825,-81.734942;36.202858,-81.2518833;36.2023597,-80.6770787;",0.808389174,35.79289277,-80.88003418,"0,0,0,1,1,1,1,1,1,1,0,1,0,1,1"
0,3,0.827176177,10,"35.6987805,-82.6365922;36.4940839,-81.1196075;36.4339674,-81.4718387;35.4168123,-80.5882803;35.9227448,-81.5596427;35.7073558,-81.0756345;35.9367033,-80.5882803;35.8310501,-80.8986502;35.4637028,-81.2078164;35.6303455,-80.543845;35.3014554,-80.2321313;36.3743453,-80.6770787;36.1941825,-81.734942;36.202858,-81.2518833;36.2023597,-80.6770787;",0.816600019,35.72583317,-80.53023379,"0,0,0,1,0,1,1,1,1,1,1,1,0,0,1"
0,3,0.827176177,10,"35.6987805,-82.6365922;36.4940839,-81.1196075;36.4339674,-81.4718387;35.4168123,-80.5882803;35.9227448,-81.5596427;35.7073558,-81.0756345;35.9367033,-80.5882803;35.8310501,-80.8986502;35.4637028,-81.2078164;35.6303455,-80.543845;35.3014554,-80.2321313;36.3743453,-80.6770787;36.1941825,-81.734942;36.202858,-81.2518833;36.2023597,-80.6770787;",0.837534459,35.46872985,-80.62194636,"0,0,0,1,0,1,1,1,1,1,1,0,0,0,0"
0,3,0.827176177,10,"35.6987805,-82.6365922;36.4940839,-81.1196075;36.4339674,-81.4718387;35.4168123,-80.5882803;35.9227448,-81.5596427;35.7073558,-81.0756345;35.9367033,-80.5882803;35.8310501,-80.8986502;35.4637028,-81.2078164;35.6303455,-80.543845;35.3014554,-80.2321313;36.3743453,-80.6770787;36.1941825,-81.734942;36.202858,-81.2518833;36.2023597,-80.6770787;",0.837094507,35.47720765,-80.44111156,"0,0,0,1,0,1,1,1,1,1,1,0,0,0,0"
0,3,0.827176177,10,"35.6987805,-82.6365922;36.4940839,-81.1196075;36.4339674,-81.4718387;35.4168123,-80.5882803;35.9227448,-81.5596427;35.7073558,-81.0756345;35.9367033,-80.5882803;35.8310501,-80.8986502;35.4637028,-81.2078164;35.6303455,-80.543845;35.3014554,-80.2321313;36.3743453,-80.6770787;36.1941825,-81.734942;36.202858,-81.2518833;36.2023597,-80.6770787;",0.832409598,35.53427325,-80.48895036,"0,0,0,1,0,1,1,1,1,1,1,0,0,0,0"
0,3,0.827176177,10,"35.6987805,-82.6365922;36.4940839,-81.1196075;36.4339674,-81.4718387;35.4168123,-80.5882803;35.9227448,-81.5596427;35.7073558,-81.0756345;35.9367033,-80.5882803;35.8310501,-80.8986502;35.4637028,-81.2078164;35.6303455,-80.543845;35.3014554,-80.2321313;36.3743453,-80.6770787;36.1941825,-81.734942;36.202858,-81.2518833;36.2023597,-80.6770787;",0.836871444,35.47841726,-80.5930165,"0,0,0,1,0,1,1,1,1,1,1,0,0,0,0"
0,3,0.827176177,10,"35.6987805,-82.6365922;36.4940839,-81.1196075;36.4339674,-81.4718387;35.4168123,-80.5882803;35.9227448,-81.5596427;35.7073558,-81.0756345;35.9367033,-80.5882803;35.8310501,-80.8986502;35.4637028,-81.2078164;35.6303455,-80.543845;35.3014554,-80.2321313;36.3743453,-80.6770787;36.1941825,-81.734942;36.202858,-81.2518833;36.2023597,-80.6770787;",0.857388071,35.23057417,-80.342598,"0,0,0,1,0,0,0,0,0,1,1,0,0,0,0"
0,3,0.827176177,10,"35.6987805,-82.6365922;36.4940839,-81.1196075;36.4339674,-81.4718387;35.4168123,-80.5882803;35.9227448,-81.5596427;35.7073558,-81.0756345;35.9367033,-80.5882803;35.8310501,-80.8986502;35.4637028,-81.2078164;35.6303455,-80.543845;35.3014554,-80.2321313;36.3743453,-80.6770787;36.1941825,-81.734942;36.202858,-81.2518833;36.2023597,-80.6770787;",0.760148845,36.13764004,-81.75647305,"0,1,1,0,1,0,0,0,0,0,0,0,1,1,0"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.785702371,35.91854064,-79.55410219,"1,1,0,1,1,1,1,1,1,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.785047795,35.91213688,-79.51848727,"1,1,0,1,1,1,1,1,1,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.764287476,36.11794505,-79.3254821,"1,1,0,1,0,1,1,1,1,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.766598294,36.11529609,-79.39053967,"1,1,0,1,1,1,0,1,1,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.788028519,35.6754053,-79.16857283,"1,1,0,1,0,0,1,1,0,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.789867718,35.5421936,-79.0266629,"1,1,0,1,0,0,1,1,0,0"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.745726677,36.10687386,-78.82217784,"1,1,0,1,0,0,0,1,1,0"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.76284962,35.9449028,-78.98740126,"1,1,0,1,0,0,1,1,1,0"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.758054465,36.01778561,-78.98317035,"1,1,0,1,0,0,1,1,1,0"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.747054026,36.0799189,-78.81474674,"1,1,0,1,0,0,0,1,1,0"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.750824949,36.03772231,-78.84228429,"1,1,0,1,0,0,1,1,1,0"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.747237584,36.13435899,-78.89885477,"1,1,0,1,0,0,0,1,1,0"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.781620238,36.15282871,-80.26708045,"1,0,0,0,1,1,0,0,0,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.776242975,36.21846872,-80.2300327,"1,0,0,0,1,1,0,0,0,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.776437286,36.22433067,-80.32493229,"0,0,0,0,1,1,0,0,0,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.779714255,36.14372399,-80.03123701,"1,0,0,0,1,1,0,0,0,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.792287483,36.00323246,-80.15919759,"1,0,0,0,1,1,0,0,0,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.772790712,36.25605741,-80.16845386,"1,0,0,0,1,1,0,0,0,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.785654403,36.09725834,-80.23029101,"1,0,0,0,1,1,0,0,0,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.788952091,36.06009295,-80.27815231,"1,0,0,0,1,1,0,0,0,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.774558246,36.24289433,-80.25547368,"1,0,0,0,1,1,0,0,0,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.788267597,36.06440133,-80.23525965,"1,0,0,0,1,1,0,0,0,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.787905186,36.07920717,-80.35249625,"0,0,0,0,1,1,0,0,0,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.785091341,36.07252734,-80.02529337,"1,0,0,0,1,1,0,0,0,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.777297806,36.20336118,-80.21690601,"1,0,0,0,1,1,0,0,0,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.78509119,36.11467338,-80.34639615,"0,0,0,0,1,1,0,0,0,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.772696972,35.95994279,-79.25812008,"1,1,0,1,0,1,1,1,1,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.756376699,36.08605474,-79.04986686,"1,1,0,1,0,1,1,1,1,0"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.770719373,35.91288456,-79.12683946,"1,1,0,1,0,1,1,1,1,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.761037561,36.04758002,-79.10510552,"1,1,0,1,0,1,1,1,1,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.761796024,36.00434886,-79.05344012,"1,1,0,1,0,1,1,1,1,0"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.766485561,35.94144389,-79.06880933,"1,1,0,1,0,1,1,1,1,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.75835794,36.10911968,-79.14099792,"1,1,0,1,0,1,1,1,1,1"
0,4,0.773717316,34,"36.0351361,-79.4858549;35.7211289,-79.17807;35.4993031,-80.8486846;35.9940329,-78.898619;36.1200003,-80.1875065;36.0899873,-79.8296743;35.4693744,-79.1548533;36.0263022,-79.1096901;36.3528221,-78.9288242;35.7449531,-79.8296743;",0.815728307,35.59214565,-79.74628117,"1,1,0,0,1,1,1,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.892318202,34.82278555,-80.30657394,"1,0,1,1,0,1,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.830541321,35.08182146,-79.25976355,"0,1,0,1,1,1,1,0"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.854152546,35.23381597,-80.86416781,"1,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.854276268,35.22531622,-80.8924991,"1,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.858542687,35.19680374,-80.79288111,"1,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.8619062,35.13765854,-80.87629293,"1,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.846188905,35.34916998,-80.76374415,"1,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.856695174,35.19764223,-80.88658113,"1,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.855442449,35.19613512,-80.94658603,"0,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.867945347,35.08951831,-80.77394579,"1,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.855024231,35.2401802,-80.78460273,"1,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.843014299,35.39348564,-80.71998209,"1,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.848095309,35.32685954,-80.76074542,"1,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.837545878,35.416816,-80.94196788,"0,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.850429594,35.2299325,-81.03305621,"0,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.844706331,35.36304423,-80.78720824,"0,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.862928136,35.15660661,-80.72732519,"1,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.851000348,35.29005776,-80.7736135,"1,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.86660496,35.09196263,-80.83505747,"1,0,1,0,0,0,0,1"
0,5,0.857793415,30,"34.9054732,-80.1875065;35.0432488,-79.2451149;35.2632655,-80.8543847;35.3587922,-79.8744836;35.3674493,-79.4703885;35.003045,-79.7848422;34.8451203,-79.4703885;34.9338651,-80.543845;",0.858685759,35.16609426,-80.91435286,"1,0,1,0,0,0,0,1"
